"Olympic Games","Country","Gold","Silver","Bronze","Total"
"2004 Summer","Peru",0,0,0,0
"2004 Summer","Antigua",0,0,0,0
"2006 Winter","Canada",30,28,11,69
"2006 Winter","Sweden",35,21,8,64
"2006 Winter","Germany",23,25,6,54
"2006 Winter","USA",9,11,32,52
"2006 Winter","Russia",16,12,13,41
"2006 Winter","Finland",0,34,7,41
"2006 Winter","Austria",16,7,7,30
"2006 Winter","Czech Republic",1,2,24,27
"2006 Winter","Italy",11,0,14,25
"2006 Winter","Norway",2,9,12,23
"2006 Winter","Switzerland",5,7,9,21
"2006 Winter","South Korea",14,3,2,19
"2006 Winter","France",3,2,10,15
"2006 Winter","Netherlands",3,2,8,13
"2006 Winter","China",2,5,6,13
"2006 Winter","Estonia",3,0,0,3
"2006 Winter","Croatia",1,2,0,3
"2006 Winter","Ukraine",0,0,3,3
"2006 Winter","Australia",1,0,1,2
"2006 Winter","Poland",0,1,1,2
"2006 Winter","Japan",1,0,0,1
"2006 Winter","Bulgaria",0,1,0,1
"2006 Winter","UK",0,1,0,1
"2006 Winter","Slovakia",0,1,0,1
"2006 Winter","Belarus",0,1,0,1
"2006 Winter","Latvia",0,0,1,1
"2006 Winter","Chile",0,0,0,0
"2006 Winter","Senegal",0,0,0,0
"2006 Winter","Portugal",0,0,0,0
"2006 Winter","Monaco",0,0,0,0
"2006 Winter","Moldova",0,0,0,0
"2006 Winter","Nepal",0,0,0,0
"2006 Winter","North Korea",0,0,0,0
"2006 Winter","Kazakhstan",0,0,0,0
"2006 Winter","South Africa",0,0,0,0
"2006 Winter","Azerbaijan",0,0,0,0
"2006 Winter","Serbia",0,0,0,0
"2006 Winter","Armenia",0,0,0,0
"2006 Winter","Bosnia and Herzegovina",0,0,0,0
"2006 Winter","Spain",0,0,0,0
"2006 Winter","Kyrgyzstan",0,0,0,0
"2006 Winter","San Marino",0,0,0,0
"2006 Winter","Taiwan",0,0,0,0
"2006 Winter","Denmark",0,0,0,0
"2006 Winter","Andorra",0,0,0,0
"2006 Winter","Madagascar",0,0,0,0
"2006 Winter","Liechtenstein",0,0,0,0
"2006 Winter","Hungary",0,0,0,0
"2006 Winter","Cyprus",0,0,0,0
"2006 Winter","Algeria",0,0,0,0
"2006 Winter","Uzbekistan",0,0,0,0
"2006 Winter","Ethiopia",0,0,0,0
"2006 Winter","Israel",0,0,0,0
"2006 Winter","Mongolia",0,0,0,0
"2006 Winter","Belgium",0,0,0,0
"2006 Winter","Venezuela",0,0,0,0
"2006 Winter","Macedonia",0,0,0,0
"2006 Winter","Thailand",0,0,0,0
"2006 Winter","Tajikistan",0,0,0,0
"2006 Winter","Georgia",0,0,0,0
"2006 Winter","Costa Rica",0,0,0,0
"2006 Winter","Bermuda",0,0,0,0
"2006 Winter","Lebanon",0,0,0,0
"2006 Winter","Kenya",0,0,0,0
"2006 Winter","Greece",0,0,0,0
"2006 Winter","Turkey",0,0,0,0
"2006 Winter","Iceland",0,0,0,0
"2006 Winter","Lithuania",0,0,0,0
"2006 Winter","India",0,0,0,0
"2006 Winter","Romania",0,0,0,0
"2006 Winter","New Zealand",0,0,0,0
"2006 Winter","Slovenia",0,0,0,0
"2006 Winter","Iran",0,0,0,0
"2006 Winter","Albania",0,0,0,0
"2006 Winter","Luxembourg",0,0,0,0
"2006 Winter","Ireland",0,0,0,0
"2006 Winter","Argentina",0,0,0,0
"2006 Winter","Brazil",0,0,0,0
"2008 Summer","USA",127,110,80,317
"2008 Summer","China",74,53,57,184
"2008 Summer","Australia",31,42,76,149
"2008 Summer","Russia",43,46,53,142
"2008 Summer","Germany",42,16,41,99
"2008 Summer","UK",31,25,25,81
"2008 Summer","South Korea",41,11,26,78
"2008 Summer","Brazil",14,34,30,78
"2008 Summer","France",25,24,28,77
"2008 Summer","Spain",7,47,16,70
"2008 Summer","Netherlands",39,18,4,61
"2008 Summer","Japan",23,15,13,51
"2008 Summer","Argentina",20,0,31,51
"2008 Summer","Cuba",2,34,11,47
"2008 Summer","Italy",8,14,20,42
"2008 Summer","Canada",11,13,11,35
"2008 Summer","Ukraine",10,5,16,31
"2008 Summer","Belarus",8,5,16,29
"2008 Summer","Hungary",16,8,3,27
"2008 Summer","Nigeria",0,16,7,23
"2008 Summer","Norway",16,5,1,22
"2008 Summer","Romania",5,1,16,22
"2008 Summer","Poland",6,13,1,20
"2008 Summer","Denmark",6,7,6,19
"2008 Summer","Kenya",6,4,5,15
"2008 Summer","New Zealand",4,2,9,15
"2008 Summer","Serbia",0,1,14,15
"2008 Summer","Jamaica",5,3,6,14
"2008 Summer","Iceland",0,14,0,14
"2008 Summer","Kazakhstan",2,4,7,13
"2008 Summer","Switzerland",3,1,7,11
"2008 Summer","Slovakia",4,5,1,10
"2008 Summer","Ethiopia",4,1,2,7
"2008 Summer","Czech Republic",3,4,0,7
"2008 Summer","Indonesia",2,2,3,7
"2008 Summer","Turkey",1,3,3,7
"2008 Summer","Azerbaijan",1,2,4,7
"2008 Summer","Bahamas",0,6,1,7
"2008 Summer","Sweden",0,5,2,7
"2008 Summer","Greece",0,3,4,7
"2008 Summer","Trinidad",5,1,0,6
"2008 Summer","Georgia",3,0,3,6
"2008 Summer","North Korea",2,1,3,6
"2008 Summer","Uzbekistan",1,2,3,6
"2008 Summer","Armenia",0,0,6,6
"2008 Summer","Belgium",1,4,0,5
"2008 Summer","Finland",1,2,2,5
"2008 Summer","Slovenia",1,2,2,5
"2008 Summer","Bulgaria",1,1,3,5
"2008 Summer","Croatia",0,2,3,5
"2008 Summer","Lithuania",0,2,3,5
"2008 Summer","Thailand",2,2,0,4
"2008 Summer","Mongolia",2,2,0,4
"2008 Summer","Mexico",2,0,2,4
"2008 Summer","Zimbabwe",1,3,0,4
"2008 Summer","Taiwan",0,0,4,4
"2008 Summer","Estonia",1,2,0,3
"2008 Summer","Latvia",1,1,1,3
"2008 Summer","India",1,0,2,3
"2008 Summer","Austria",0,1,2,3
"2008 Summer","Ireland",0,1,2,3
"2008 Summer","Dominican Republic",1,1,0,2
"2008 Summer","Portugal",1,1,0,2
"2008 Summer","Iran",1,0,1,2
"2008 Summer","Tajikistan",0,1,1,2
"2008 Summer","Morocco",0,1,1,2
"2008 Summer","Kyrgyzstan",0,1,1,2
"2008 Summer","Algeria",0,1,1,2
"2008 Summer","Colombia",0,1,1,2
"2008 Summer","Panama",1,0,0,1
"2008 Summer","Cameroon",1,0,0,1
"2008 Summer","Tunisia",1,0,0,1
"2008 Summer","Vietnam",0,1,0,1
"2008 Summer","Chile",0,1,0,1
"2008 Summer","Malaysia",0,1,0,1
"2008 Summer","Sudan",0,1,0,1
"2008 Summer","South Africa",0,1,0,1
"2008 Summer","Ecuador",0,1,0,1
"2008 Summer","Mauritius",0,0,1,1
"2008 Summer","Israel",0,0,1,1
"2008 Summer","Egypt",0,0,1,1
"2008 Summer","Moldova",0,0,1,1
"2008 Summer","Venezuela",0,0,1,1
"2008 Summer","Togo",0,0,1,1
"2008 Summer","Afghanistan",0,0,1,1
"2008 Summer","Bhutan",0,0,0,0
"2008 Summer","Equatorial Guinea",0,0,0,0
"2008 Summer","Solomon Islands",0,0,0,0
"2008 Summer","Suriname",0,0,0,0
"2008 Summer","Papua New Guinea",0,0,0,0
"2008 Summer","Vanuatu",0,0,0,0
"2008 Summer","Haiti",0,0,0,0
"2008 Summer","Montenegro",0,0,0,0
"2008 Summer","Nepal",0,0,0,0
"2008 Summer","Albania",0,0,0,0
"2008 Summer","Guatemala",0,0,0,0
"2008 Summer","Guinea",0,0,0,0
"2008 Summer","Andorra",0,0,0,0
"2008 Summer","Somalia",0,0,0,0
"2008 Summer","Madagascar",0,0,0,0
"2008 Summer","El Salvador",0,0,0,0
"2008 Summer","Aruba",0,0,0,0
"2008 Summer","Kuwait",0,0,0,0
"2008 Summer","Tonga",0,0,0,0
"2008 Summer","Yemen",0,0,0,0
"2008 Summer","Ghana",0,0,0,0
"2008 Summer","American Samoa",0,0,0,0
"2008 Summer","Zambia",0,0,0,0
"2008 Summer","Boliva",0,0,0,0
"2008 Summer","Guyana",0,0,0,0
"2008 Summer","Malawi",0,0,0,0
"2008 Summer","Namibia",0,0,0,0
"2008 Summer","Rwanda",0,0,0,0
"2008 Summer","Nicaragua",0,0,0,0
"2008 Summer","Tanzania",0,0,0,0
"2008 Summer","Benin",0,0,0,0
"2008 Summer","Djibouti",0,0,0,0
"2008 Summer","Republic of Congo",0,0,0,0
"2008 Summer","Saint Kitts",0,0,0,0
"2008 Summer","Libya",0,0,0,0
"2008 Summer","Virgin Islands, US",0,0,0,0
"2008 Summer","Palau",0,0,0,0
"2008 Summer","Guam",0,0,0,0
"2008 Summer","Comoros",0,0,0,0
"2008 Summer","Cayman Islands",0,0,0,0
"2008 Summer","Botswana",0,0,0,0
"2008 Summer","Liechtenstein",0,0,0,0
"2008 Summer","Burundi",0,0,0,0
"2008 Summer","Palestine",0,0,0,0
"2008 Summer","Belize",0,0,0,0
"2008 Summer","Qatar",0,0,0,0
"2008 Summer","Syria",0,0,0,0
"2008 Summer","Mali",0,0,0,0
"2008 Summer","Pakistan",0,0,0,0
"2008 Summer","Angola",0,0,0,0
"2008 Summer","United Arab Emirates",0,0,0,0
"2008 Summer","Uruguay",0,0,0,0
"2008 Summer","Cambodia",0,0,0,0
"2008 Summer","Saudi Arabia",0,0,0,0
"2008 Summer","Mauritania",0,0,0,0
"2008 Summer","Eritrea",0,0,0,0
"2008 Summer","Saint Vincent",0,0,0,0
"2008 Summer","Uganda",0,0,0,0
"2008 Summer","Peru",0,0,0,0
"2008 Summer","NA",0,0,0,0
"2008 Summer","Democratic Republic of the Congo",0,0,0,0
"2008 Summer","Bosnia and Herzegovina",0,0,0,0
"2008 Summer","Senegal",0,0,0,0
"2008 Summer","Micronesia",0,0,0,0
"2008 Summer","Sri Lanka",0,0,0,0
"2008 Summer","Niger",0,0,0,0
"2008 Summer","Sierra Leone",0,0,0,0
"2008 Summer","Lesotho",0,0,0,0
"2008 Summer","Gabon",0,0,0,0
"2008 Summer","Chad",0,0,0,0
"2008 Summer","Paraguay",0,0,0,0
"2008 Summer","Fiji",0,0,0,0
"2008 Summer","Seychelles",0,0,0,0
"2008 Summer","Curacao",0,0,0,0
"2008 Summer","Dominica",0,0,0,0
"2008 Summer","Kiribati",0,0,0,0
"2008 Summer","Cook Islands",0,0,0,0
"2008 Summer","Central African Republic",0,0,0,0
"2008 Summer","Nauru",0,0,0,0
"2008 Summer","Jordan",0,0,0,0
"2008 Summer","Oman",0,0,0,0
"2008 Summer","Myanmar",0,0,0,0
"2008 Summer","Luxembourg",0,0,0,0
"2008 Summer","Laos",0,0,0,0
"2008 Summer","Turkmenistan",0,0,0,0
"2008 Summer","San Marino",0,0,0,0
"2008 Summer","Gambia",0,0,0,0
"2008 Summer","Bermuda",0,0,0,0
"2008 Summer","Samoa",0,0,0,0
"2008 Summer","Costa Rica",0,0,0,0
"2008 Summer","Iraq",0,0,0,0
"2008 Summer","Antigua",0,0,0,0
"2008 Summer","Malta",0,0,0,0
"2008 Summer","Timor-Leste",0,0,0,0
"2008 Summer","Ivory Coast",0,0,0,0
"2008 Summer","Grenada",0,0,0,0
"2008 Summer","Liberia",0,0,0,0
"2008 Summer","Barbados",0,0,0,0
"2008 Summer","Saint Lucia",0,0,0,0
"2008 Summer","Bahrain",0,0,0,0
"2008 Summer","Burkina Faso",0,0,0,0
"2008 Summer","Cyprus",0,0,0,0
"2008 Summer","Honduras",0,0,0,0
"2008 Summer","Philippines",0,0,0,0
"2008 Summer","Puerto Rico",0,0,0,0
"2008 Summer","Virgin Islands, British",0,0,0,0
"2008 Summer","Bangladesh",0,0,0,0
"2008 Summer","Mozambique",0,0,0,0
"2008 Summer","Marshall Islands",0,0,0,0
"2008 Summer","Macedonia",0,0,0,0
"2008 Summer","Guinea-Bissau",0,0,0,0
"2008 Summer","Maldives",0,0,0,0
"2008 Summer","Sao Tome and Principe",0,0,0,0
"2008 Summer","Cape Verde",0,0,0,0
"2008 Summer","Swaziland",0,0,0,0
"2008 Summer","Monaco",0,0,0,0
"2008 Summer","Lebanon",0,0,0,0
"2010 Winter","USA",12,63,22,97
"2010 Winter","Canada",67,15,8,90
"2010 Winter","Germany",15,24,15,54
"2010 Winter","Finland",0,1,46,47
"2010 Winter","Norway",16,14,9,39
"2010 Winter","Austria",11,9,6,26
"2010 Winter","Russia",6,5,14,25
"2010 Winter","China",9,3,7,19
"2010 Winter","Sweden",11,3,4,18
"2010 Winter","South Korea",6,10,2,18
"2010 Winter","France",2,6,6,14
"2010 Winter","Switzerland",6,0,6,12
"2010 Winter","Netherlands",4,1,6,11
"2010 Winter","Czech Republic",2,0,7,9
"2010 Winter","Poland",1,3,4,8
"2010 Winter","Japan",0,5,2,7
"2010 Winter","Italy",1,1,3,5
"2010 Winter","Australia",2,1,0,3
"2010 Winter","Slovakia",1,1,1,3
"2010 Winter","Belarus",1,1,1,3
"2010 Winter","Latvia",0,3,0,3
"2010 Winter","Croatia",0,2,1,3
"2010 Winter","Slovenia",0,2,1,3
"2010 Winter","UK",1,0,0,1
"2010 Winter","Estonia",0,1,0,1
"2010 Winter","Kazakhstan",0,1,0,1
"2010 Winter","Greece",0,0,0,0
"2010 Winter","Colombia",0,0,0,0
"2010 Winter","Argentina",0,0,0,0
"2010 Winter","Pakistan",0,0,0,0
"2010 Winter","Jamaica",0,0,0,0
"2010 Winter","Ghana",0,0,0,0
"2010 Winter","Georgia",0,0,0,0
"2010 Winter","Spain",0,0,0,0
"2010 Winter","Monaco",0,0,0,0
"2010 Winter","Iceland",0,0,0,0
"2010 Winter","Brazil",0,0,0,0
"2010 Winter","Bosnia and Herzegovina",0,0,0,0
"2010 Winter","Israel",0,0,0,0
"2010 Winter","Armenia",0,0,0,0
"2010 Winter","Senegal",0,0,0,0
"2010 Winter","Portugal",0,0,0,0
"2010 Winter","Ireland",0,0,0,0
"2010 Winter","South Africa",0,0,0,0
"2010 Winter","Taiwan",0,0,0,0
"2010 Winter","Cyprus",0,0,0,0
"2010 Winter","North Korea",0,0,0,0
"2010 Winter","Uzbekistan",0,0,0,0
"2010 Winter","Ethiopia",0,0,0,0
"2010 Winter","Hungary",0,0,0,0
"2010 Winter","Mongolia",0,0,0,0
"2010 Winter","Cayman Islands",0,0,0,0
"2010 Winter","Lithuania",0,0,0,0
"2010 Winter","Serbia",0,0,0,0
"2010 Winter","Bermuda",0,0,0,0
"2010 Winter","Ukraine",0,0,0,0
"2010 Winter","Bulgaria",0,0,0,0
"2010 Winter","Kyrgyzstan",0,0,0,0
"2010 Winter","Macedonia",0,0,0,0
"2010 Winter","Romania",0,0,0,0
"2010 Winter","Andorra",0,0,0,0
"2010 Winter","Lebanon",0,0,0,0
"2010 Winter","India",0,0,0,0
"2010 Winter","Turkey",0,0,0,0
"2010 Winter","Belgium",0,0,0,0
"2010 Winter","Algeria",0,0,0,0
"2010 Winter","Iran",0,0,0,0
"2010 Winter","Denmark",0,0,0,0
"2010 Winter","Liechtenstein",0,0,0,0
"2010 Winter","Albania",0,0,0,0
"2010 Winter","San Marino",0,0,0,0
"2010 Winter","Nepal",0,0,0,0
"2010 Winter","Montenegro",0,0,0,0
"2010 Winter","Peru",0,0,0,0
"2010 Winter","Morocco",0,0,0,0
"2010 Winter","Azerbaijan",0,0,0,0
"2010 Winter","Chile",0,0,0,0
"2010 Winter","Moldova",0,0,0,0
"2010 Winter","Tajikistan",0,0,0,0
"2010 Winter","New Zealand",0,0,0,0
"2010 Winter","Mexico",0,0,0,0
"2012 Summer","USA",145,57,46,248
"2012 Summer","Russia",50,39,51,140
"2012 Summer","China",56,40,30,126
"2012 Summer","UK",48,30,48,126
"2012 Summer","Australia",18,37,59,114
"2012 Summer","Germany",45,27,22,94
"2012 Summer","Japan",7,44,33,84
"2012 Summer","France",30,30,22,82
"2012 Summer","Netherlands",21,29,19,69
"2012 Summer","Italy",16,22,30,68
"2012 Summer","Spain",5,33,25,63
"2012 Summer","South Korea",18,13,30,61
"2012 Summer","Brazil",14,34,11,59
"2012 Summer","Canada",1,21,33,55
"2012 Summer","Croatia",15,4,16,35
"2012 Summer","New Zealand",9,3,15,27
"2012 Summer","Hungary",12,8,6,26
"2012 Summer","Ukraine",9,5,12,26
"2012 Summer","Jamaica",8,9,8,25
"2012 Summer","Mexico",16,5,3,24
"2012 Summer","Belarus",3,12,8,23
"2012 Summer","Sweden",2,17,3,22
"2012 Summer","Argentina",1,15,3,19
"2012 Summer","Norway",15,1,1,17
"2012 Summer","Denmark",3,5,8,16
"2012 Summer","Romania",2,8,6,16
"2012 Summer","Serbia",1,1,14,16
"2012 Summer","Cuba",5,3,6,14
"2012 Summer","Czech Republic",4,4,6,14
"2012 Summer","Montenegro",0,14,0,14
"2012 Summer","Kazakhstan",7,1,5,13
"2012 Summer","Iran",4,5,3,12
"2012 Summer","Poland",2,2,8,12
"2012 Summer","Kenya",2,4,5,11
"2012 Summer","Azerbaijan",2,2,6,10
"2012 Summer","Trinidad",1,4,5,10
"2012 Summer","South Africa",6,2,1,9
"2012 Summer","Colombia",1,3,4,8
"2012 Summer","Ethiopia",3,1,3,7
"2012 Summer","Georgia",1,3,3,7
"2012 Summer","North Korea",4,0,2,6
"2012 Summer","India",0,2,4,6
"2012 Summer","Turkey",2,2,1,5
"2012 Summer","Lithuania",2,1,2,5
"2012 Summer","Ireland",1,1,3,5
"2012 Summer","Slovenia",1,1,3,5
"2012 Summer","Mongolia",0,2,3,5
"2012 Summer","Finland",0,1,4,5
"2012 Summer","Slovakia",0,1,4,5
"2012 Summer","Bahamas",4,0,0,4
"2012 Summer","Switzerland",2,2,0,4
"2012 Summer","Saudi Arabia",0,0,4,4
"2012 Summer","Tunisia",1,1,1,3
"2012 Summer","Latvia",1,0,2,3
"2012 Summer","Uzbekistan",1,0,2,3
"2012 Summer","Thailand",0,2,1,3
"2012 Summer","Belgium",0,1,2,3
"2012 Summer","Armenia",0,1,2,3
"2012 Summer","Greece",0,0,3,3
"2012 Summer","Dominican Republic",1,1,0,2
"2012 Summer","Portugal",0,2,0,2
"2012 Summer","Egypt",0,2,0,2
"2012 Summer","Taiwan",0,1,1,2
"2012 Summer","Puerto Rico",0,1,1,2
"2012 Summer","Bulgaria",0,1,1,2
"2012 Summer","Estonia",0,1,1,2
"2012 Summer","Malaysia",0,1,1,2
"2012 Summer","Indonesia",0,1,1,2
"2012 Summer","Qatar",0,0,2,2
"2012 Summer","Moldova",0,0,2,2
"2012 Summer","Algeria",1,0,0,1
"2012 Summer","Venezuela",1,0,0,1
"2012 Summer","Uganda",1,0,0,1
"2012 Summer","Grenada",1,0,0,1
"2012 Summer","Cyprus",0,1,0,1
"2012 Summer","Gabon",0,1,0,1
"2012 Summer","Guatemala",0,1,0,1
"2012 Summer","Botswana",0,1,0,1
"2012 Summer","Bahrain",0,0,1,1
"2012 Summer","Kuwait",0,0,1,1
"2012 Summer","Afghanistan",0,0,1,1
"2012 Summer","Tajikistan",0,0,1,1
"2012 Summer","Morocco",0,0,1,1
"2012 Summer","Philippines",0,0,0,0
"2012 Summer","Mauritius",0,0,0,0
"2012 Summer","NA",0,0,0,0
"2012 Summer","Chad",0,0,0,0
"2012 Summer","Panama",0,0,0,0
"2012 Summer","Mozambique",0,0,0,0
"2012 Summer","Burundi",0,0,0,0
"2012 Summer","Lesotho",0,0,0,0
"2012 Summer","Benin",0,0,0,0
"2012 Summer","Nicaragua",0,0,0,0
"2012 Summer","Vietnam",0,0,0,0
"2012 Summer","Nauru",0,0,0,0
"2012 Summer","Cayman Islands",0,0,0,0
"2012 Summer","Brunei",0,0,0,0
"2012 Summer","Individual Olympic Athletes",0,0,0,0
"2012 Summer","Tonga",0,0,0,0
"2012 Summer","Bangladesh",0,0,0,0
"2012 Summer","Cape Verde",0,0,0,0
"2012 Summer","Zimbabwe",0,0,0,0
"2012 Summer","Libya",0,0,0,0
"2012 Summer","United Arab Emirates",0,0,0,0
"2012 Summer","Ghana",0,0,0,0
"2012 Summer","Chile",0,0,0,0
"2012 Summer","Saint Lucia",0,0,0,0
"2012 Summer","Andorra",0,0,0,0
"2012 Summer","Sri Lanka",0,0,0,0
"2012 Summer","American Samoa",0,0,0,0
"2012 Summer","Cameroon",0,0,0,0
"2012 Summer","Syria",0,0,0,0
"2012 Summer","Aruba",0,0,0,0
"2012 Summer","Laos",0,0,0,0
"2012 Summer","Iceland",0,0,0,0
"2012 Summer","Tanzania",0,0,0,0
"2012 Summer","Solomon Islands",0,0,0,0
"2012 Summer","Paraguay",0,0,0,0
"2012 Summer","Central African Republic",0,0,0,0
"2012 Summer","Malta",0,0,0,0
"2012 Summer","Austria",0,0,0,0
"2012 Summer","Turkmenistan",0,0,0,0
"2012 Summer","Swaziland",0,0,0,0
"2012 Summer","Haiti",0,0,0,0
"2012 Summer","Honduras",0,0,0,0
"2012 Summer","Namibia",0,0,0,0
"2012 Summer","Maldives",0,0,0,0
"2012 Summer","Monaco",0,0,0,0
"2012 Summer","Nepal",0,0,0,0
"2012 Summer","Iraq",0,0,0,0
"2012 Summer","Zambia",0,0,0,0
"2012 Summer","Boliva",0,0,0,0
"2012 Summer","Senegal",0,0,0,0
"2012 Summer","Liberia",0,0,0,0
"2012 Summer","San Marino",0,0,0,0
"2012 Summer","Luxembourg",0,0,0,0
"2012 Summer","Gambia",0,0,0,0
"2012 Summer","Somalia",0,0,0,0
"2012 Summer","Niger",0,0,0,0
"2012 Summer","Bermuda",0,0,0,0
"2012 Summer","Malawi",0,0,0,0
"2012 Summer","Djibouti",0,0,0,0
"2012 Summer","Guinea",0,0,0,0
"2012 Summer","Bosnia and Herzegovina",0,0,0,0
"2012 Summer","Saint Vincent",0,0,0,0
"2012 Summer","Costa Rica",0,0,0,0
"2012 Summer","Jordan",0,0,0,0
"2012 Summer","Saint Kitts",0,0,0,0
"2012 Summer","Ecuador",0,0,0,0
"2012 Summer","Liechtenstein",0,0,0,0
"2012 Summer","Democratic Republic of the Congo",0,0,0,0
"2012 Summer","Belize",0,0,0,0
"2012 Summer","Timor-Leste",0,0,0,0
"2012 Summer","Eritrea",0,0,0,0
"2012 Summer","Comoros",0,0,0,0
"2012 Summer","Kyrgyzstan",0,0,0,0
"2012 Summer","Nigeria",0,0,0,0
"2012 Summer","Virgin Islands, British",0,0,0,0
"2012 Summer","Peru",0,0,0,0
"2012 Summer","Kiribati",0,0,0,0
"2012 Summer","Papua New Guinea",0,0,0,0
"2012 Summer","Myanmar",0,0,0,0
"2012 Summer","Antigua",0,0,0,0
"2012 Summer","Albania",0,0,0,0
"2012 Summer","Suriname",0,0,0,0
"2012 Summer","Angola",0,0,0,0
"2012 Summer","Dominica",0,0,0,0
"2012 Summer","Uruguay",0,0,0,0
"2012 Summer","Togo",0,0,0,0
"2012 Summer","Guyana",0,0,0,0
"2012 Summer","Sierra Leone",0,0,0,0
"2012 Summer","Palestine",0,0,0,0
"2012 Summer","El Salvador",0,0,0,0
"2012 Summer","Guinea-Bissau",0,0,0,0
"2012 Summer","Pakistan",0,0,0,0
"2012 Summer","Samoa",0,0,0,0
"2012 Summer","Barbados",0,0,0,0
"2012 Summer","Mali",0,0,0,0
"2012 Summer","Equatorial Guinea",0,0,0,0
"2012 Summer","Lebanon",0,0,0,0
"2012 Summer","Palau",0,0,0,0
"2012 Summer","Republic of Congo",0,0,0,0
"2012 Summer","Rwanda",0,0,0,0
"2012 Summer","Seychelles",0,0,0,0
"2012 Summer","Guam",0,0,0,0
"2012 Summer","Marshall Islands",0,0,0,0
"2012 Summer","Macedonia",0,0,0,0
"2012 Summer","Fiji",0,0,0,0
"2012 Summer","Micronesia",0,0,0,0
"2012 Summer","Virgin Islands, US",0,0,0,0
"2012 Summer","Ivory Coast",0,0,0,0
"2012 Summer","Mauritania",0,0,0,0
"2012 Summer","Cook Islands",0,0,0,0
"2012 Summer","Oman",0,0,0,0
"2012 Summer","Vanuatu",0,0,0,0
"2012 Summer","Bhutan",0,0,0,0
"2012 Summer","Sudan",0,0,0,0
"2012 Summer","Sao Tome and Principe",0,0,0,0
"2012 Summer","Yemen",0,0,0,0
"2012 Summer","Madagascar",0,0,0,0
"2012 Summer","Israel",0,0,0,0
"2012 Summer","Cambodia",0,0,0,0
"2012 Summer","Burkina Faso",0,0,0,0
"2014 Winter","Canada",59,22,5,86
"2014 Winter","Russia",33,22,13,68
"2014 Winter","USA",10,30,24,64
"2014 Winter","Sweden",8,32,11,51
"2014 Winter","Norway",18,5,13,36
"2014 Winter","Germany",15,12,9,36
"2014 Winter","Finland",2,7,24,33
"2014 Winter","Switzerland",6,4,20,30
"2014 Winter","Netherlands",13,7,9,29
"2014 Winter","Austria",4,12,11,27
"2014 Winter","France",4,4,10,18
"2014 Winter","South Korea",7,5,2,14
"2014 Winter","Italy",0,2,12,14
"2014 Winter","China",3,4,5,12
"2014 Winter","Poland",4,4,3,11
"2014 Winter","Czech Republic",2,7,2,11
"2014 Winter","Japan",1,4,6,11
"2014 Winter","Latvia",0,5,6,11
"2014 Winter","UK",1,4,5,10
"2014 Winter","Slovenia",2,2,4,8
"2014 Winter","Belarus",5,0,1,6
"2014 Winter","Ukraine",4,0,1,5
"2014 Winter","Australia",0,2,1,3
"2014 Winter","Slovakia",1,0,0,1
"2014 Winter","Croatia",0,1,0,1
"2014 Winter","Kazakhstan",0,0,1,1
"2014 Winter","Mongolia",0,0,0,0
"2014 Winter","Azerbaijan",0,0,0,0
"2014 Winter","Georgia",0,0,0,0
"2014 Winter","Greece",0,0,0,0
"2014 Winter","Bosnia and Herzegovina",0,0,0,0
"2014 Winter","Belgium",0,0,0,0
"2014 Winter","Peru",0,0,0,0
"2014 Winter","San Marino",0,0,0,0
"2014 Winter","Uzbekistan",0,0,0,0
"2014 Winter","Morocco",0,0,0,0
"2014 Winter","Virgin Islands, British",0,0,0,0
"2014 Winter","Brazil",0,0,0,0
"2014 Winter","New Zealand",0,0,0,0
"2014 Winter","Thailand",0,0,0,0
"2014 Winter","Dominica",0,0,0,0
"2014 Winter","Armenia",0,0,0,0
"2014 Winter","Iceland",0,0,0,0
"2014 Winter","Liechtenstein",0,0,0,0
"2014 Winter","Taiwan",0,0,0,0
"2014 Winter","Bulgaria",0,0,0,0
"2014 Winter","Chile",0,0,0,0
"2014 Winter","Monaco",0,0,0,0
"2014 Winter","Hungary",0,0,0,0
"2014 Winter","Romania",0,0,0,0
"2014 Winter","Turkey",0,0,0,0
"2014 Winter","Cayman Islands",0,0,0,0
"2014 Winter","Philippines",0,0,0,0
"2014 Winter","Lebanon",0,0,0,0
"2014 Winter","Individual Olympic Athletes",0,0,0,0
"2014 Winter","Ireland",0,0,0,0
"2014 Winter","Venezuela",0,0,0,0
"2014 Winter","Jamaica",0,0,0,0
"2014 Winter","Estonia",0,0,0,0
"2014 Winter","India",0,0,0,0
"2014 Winter","Zimbabwe",0,0,0,0
"2014 Winter","Iran",0,0,0,0
"2014 Winter","Spain",0,0,0,0
"2014 Winter","Portugal",0,0,0,0
"2014 Winter","Luxembourg",0,0,0,0
"2014 Winter","Togo",0,0,0,0
"2014 Winter","Mexico",0,0,0,0
"2014 Winter","Serbia",0,0,0,0
"2014 Winter","Malta",0,0,0,0
"2014 Winter","Tonga",0,0,0,0
"2014 Winter","Albania",0,0,0,0
"2014 Winter","Israel",0,0,0,0
"2014 Winter","Timor-Leste",0,0,0,0
"2014 Winter","Andorra",0,0,0,0
"2014 Winter","Virgin Islands, US",0,0,0,0
"2014 Winter","Montenegro",0,0,0,0
"2014 Winter","Bermuda",0,0,0,0
"2014 Winter","Macedonia",0,0,0,0
"2014 Winter","Paraguay",0,0,0,0
"2014 Winter","Cyprus",0,0,0,0
"2014 Winter","Tajikistan",0,0,0,0
